OBJECTID,ID,Y,X,NAZEV,AKTUALIZACE,CENA,JMENO
686,5982,48.982984,17.543624,"EuroOil, silnice 498, Hluk 1263",05.11.2014 05:02,35.9,EuroOil
687,5983,48.852996,17.102683,"EuroOil, Velkomoravská 81, Hodonín",05.11.2014 05:02,35.9,EuroOil
688,5986,49.180666,18.06638,"EuroOil, silnice 49, Horní Lideč 295",05.11.2014 05:02,35.9,EuroOil
689,5992,50.472076,16.179492,"EuroOil, Hostovského 955, Hronov",05.11.2014 05:02,35.9,EuroOil
690,5993,49.109353,16.050031,"EuroOil, Jihlavská, Hrotovice",05.11.2014 05:02,35.9,EuroOil
691,6002,50.036852,15.410978,"EuroOil, V Telčicích 265, Chvaletice",05.11.2014 05:02,35.9,EuroOil
692,6003,50.709493,15.175974,"EuroOil, Pražská 148a, Jablonec nad Nisou",05.11.2014 05:02,35.9,EuroOil
693,6005,49.571263,18.759045,"EuroOil, Alej míru 504, Jablunkov",05.11.2014 05:02,35.9,EuroOil
694,6011,50.374423,13.275619,"EuroOil, Rokelská 1975, Kadaň",05.11.2014 05:02,35.9,EuroOil
695,6012,50.427186,13.263136,"EuroOil, silnice E442, Prunéřov 384",05.11.2014 05:02,35.9,EuroOil
696,6013,49.639594,14.253667,"EuroOil, silnice 102, Kamýk nad Vltavou 213",05.11.2014 05:02,35.9,EuroOil
697,6017,49.355009,17.303661,"EuroOil, Tržní náměstí 253, Kojetín",05.11.2014 05:02,35.9,EuroOil
698,6028,50.086322,15.665375,"EuroOil, Šípkova 707, Lázně Bohdaneč",05.11.2014 05:02,35.9,EuroOil
699,6029,48.79706,16.807588,"EuroOil, Břeclavská 660, Lednice",05.11.2014 05:02,35.9,EuroOil
700,6038,50.34861,13.81389,"EuroOil, Rybalkova 2702, Louny",05.11.2014 05:02,35.9,EuroOil
701,6044,49.119308,16.196392,"EuroOil, silnice 392, Mohelno 535",05.11.2014 05:02,35.9,EuroOil
702,6045,49.04472,16.3025,"EuroOil, Ivančická 222, Moravský Krumlov",05.11.2014 05:02,35.9,EuroOil
703,6046,49.190858,17.528685,"EuroOil, Kvítkovická 1383, Napajedla",05.11.2014 05:02,35.9,EuroOil
704,6048,49.143481,15.555216,"EuroOil, Březinova 315, Nová Říše",05.11.2014 05:02,35.9,EuroOil
705,6051,49.58333,17.22333,"EuroOil, Hněvotínská 51, Olomouc",05.11.2014 05:02,35.9,EuroOil
706,6052,49.59039,17.24593,"EuroOil, Krapkova 41, Olomouc",05.11.2014 05:02,35.9,EuroOil
707,6056,50.262965,16.105892,"EuroOil, Hradecká 690, Opočno",05.11.2014 05:02,35.9,EuroOil
708,6064,49.053263,17.247054,"EuroOil, silnice 422, Osvětimany 333",05.11.2014 05:02,35.9,EuroOil
709,6094,49.693249,18.323545,"EuroOil, Ostravská 433, Sviadnov",05.11.2014 05:02,35.9,EuroOil
710,6095,49.70782,16.023068,"EuroOil, Partyzánská 408, Svratka",05.11.2014 05:02,35.9,EuroOil
711,6099,50.13794,13.989997,"EuroOil, Karlovarská 615, Tuchlovice",05.11.2014 05:02,35.9,EuroOil
712,6106,49.862692,18.102042,"EuroOil, Opavská 302, Velká Polom",05.11.2014 05:02,35.9,EuroOil
713,6111,48.897017,15.813256,"EuroOil, Zámecká 328, Vranov nad Dyjí",05.11.2014 05:02,35.9,EuroOil
714,6116,49.817595,15.196983,"EuroOil, Zbraslavice 389",05.11.2014 05:02,35.9,EuroOil
715,6128,49.087313,17.857658,"EuroOil, Luhačovská 892, Slavičín",05.11.2014 05:02,35.9,EuroOil
716,5980,49.667809,18.313832,"EuroOil, Příborská 2271, Frýdek-Místek",05.11.2014 05:02,36.1,EuroOil
717,6082,49.207971,16.894363,"EuroOil, Čechýnská 169, Rousínov",05.11.2014 05:02,36.1,EuroOil
718,5952,49.9748,14.1007,"EuroOil, Pražská 859, Beroun-Závodí",05.11.2014 05:02,36.2,EuroOil
719,6026,49.007227,17.130956,"EuroOil, Havlíčkova 1, Kyjov",05.11.2014 05:02,36.2,EuroOil
720,6043,49.85986,14.26436,"EuroOil, Nádražní 1036, Mníšek pod Brdy",05.11.2014 05:02,36.2,EuroOil
721,6076,50.1026,14.51345,"EuroOil, Poděbradská 279, Praha 9-Vysočany",05.11.2014 05:02,36.2,EuroOil
722,6087,49.15306,16.88694,"EuroOil, Bučovická 1455, Slavkov u Brna",05.11.2014 05:02,36.2,EuroOil
723,6117,49.905272,13.962108,"EuroOil, Komenského 1016, Zdice",05.11.2014 05:02,36.2,EuroOil
724,6112,49.34194,17.99333,"EuroOil, Dolní Jasenka 283, Vsetín",05.11.2014 05:02,36.3,EuroOil
725,6075,50.03194,14.425,"EuroOil, Vrbova 1796, Praha 4-Braník",05.11.2014 05:02,36.4,EuroOil
726,5951,49.780568,14.703282,"EuroOil, Vlašimská 2168, Benešov",05.11.2014 05:02,36.5,EuroOil
727,5963,49.796845,17.630717,"EuroOil, 9. května 406, Budišov nad Budišovkou",05.11.2014 05:02,36.5,EuroOil
728,5987,49.74639,18.49,"EuroOil, Těšínská 801, Horní Těrlicko",05.11.2014 05:02,36.5,EuroOil
729,5994,49.31954,17.460563,"EuroOil, Skaštická 1264, Hulín",05.11.2014 05:02,36.5,EuroOil
730,6085,49.785767,18.37276,"EuroOil, Zámecká 9, Šenov",05.11.2014 05:02,36.5,EuroOil
731,6100,50.046058,15.362305,"EuroOil, Tyršova 108, Týnec nad Labem",05.11.2014 05:02,36.5,EuroOil
732,6108,49.7762,17.76129,"EuroOil, Komenského 151, Vítkov",05.11.2014 05:02,36.5,EuroOil
733,5981,49.768332,18.451449,"EuroOil, Frýdecká 1622, Havířov-Bludovice",05.11.2014 05:02,36.7,EuroOil
734,5959,49.232721,16.621448,"EuroOil, Okružní 898, Brno-Lesná",05.11.2014 05:02,36.9,EuroOil
735,5960,49.18758,16.5872,"EuroOil, Křížkovského 535, Brno",05.11.2014 05:02,36.9,EuroOil
736,5961,49.184613,16.612053,"EuroOil, Opuštěná 468, Brno-Trnitá",05.11.2014 05:02,36.9,EuroOil
737,6020,49.509288,17.063697,"EuroOil, 8. května 713, Kostelec na Hané",05.11.2014 05:02,36.9,EuroOil
738,6077,49.459659,17.11128,"EuroOil, Brněnská 90, Prostějov",05.11.2014 05:02,36.9,EuroOil
739,6078,49.472833,17.063681,"EuroOil, silnice 150, prostějov-Mostkovice 415",05.11.2014 05:02,36.9,EuroOil
740,6380,49.260291,16.992201,"LukOil, dálnice D1, směr Brno, Vyškov",05.11.2014 04:54,35.8,LukOil
741,6642,49.18455,16.75873,"OMV, dálnice D1, směr Vyškov, Rohlenka",05.11.2014 04:54,37.5,OMV
742,6502,49.162673,16.660826,"OMV, dálnice D1, směr Vyškov, Brno-Tuřany",05.11.2014 04:54,38.9,OMV
743,6970,49.631812,17.842033,"Shell Czech Republic, a.s., Dálnice D1, směr Ostra",05.11.2014 02:21,38.9,Shell Czech Republic
744,5709,49.776511,18.09592,"Benzina Plus, Dálnice D1, směr Ostrava - Olomouc,",05.11.2014 02:20,37.2,Benzina Plus
745,5710,49.77435,18.097175,"Benzina Plus, Dálnice D1, směr Olomouc - Ostrava,",05.11.2014 02:20,37.2,Benzina Plus
746,6971,49.628017,17.833922,"Shell Czech Republic, a.s., Dálnice D1, směr Olomo",05.11.2014 02:20,38.9,Shell Czech Republic
747,6990,49.58039,17.46102,"Shell Czech Republic, a.s., Daskabát",04.11.2014 21:48,38.9,Shell Czech Republic
748,5716,49.138975,13.228001,"Benzina Plus, Javorská, Železná Ruda",04.11.2014 20:40,35.9,Benzina Plus
749,6830,49.14167,13.24861,"Petra, Pamferova Huť 107, Železná Ruda",04.11.2014 20:40,35.9,Petra
750,6954,49.905305,18.307831,"Shell Czech Republic, a.s., Dálnice D1, směr Bohum",04.11.2014 20:15,38.9,Shell Czech Republic
751,6955,49.901225,18.306519,"Shell Czech Republic, a.s., Dálnice D1, směr Ostra",04.11.2014 20:15,38.9,Shell Czech Republic
752,5646,49.7514942,12.9851139,"Benzina, Na Vinici 1333, Stříbro",04.11.2014 19:24,36.4,Benzina
753,6445,49.7514942,12.9851139,"MPA, Na Vinici 1333, Stříbro",04.11.2014 19:24,36.4,MPA
754,7333,49.719172,14.2757,"VS Petrol, silnice 102, Drevníky",04.11.2014 19:23,35.9,VS Petrol
755,5331,49.75152,12.99918,"Agip, Plzeňská, Stříbro",04.11.2014 19:23,36.4,Agip
756,7127,49.14111,16.60361,"Silmet, Vídeňská 131, Brno",04.11.2014 19:20,37.4,Silmet
757,7247,49.154579,16.599845,"Tesco Stores ČR, a.s., Vídeňská 100/117, Brno",04.11.2014 19:20,37.9,Tesco Stores ČR
758,6239,49.1686,16.5998,"JET, Heršpická, Brno",04.11.2014 19:19,36.9,JET
759,5354,49.892304,16.34889,"Agro Žamberk, Němčice",04.11.2014 19:02,33.6,Agro Žamberk
760,6931,50.137964,14.243928,"RoBiN OIL, s.r.o., silnice R7, Středokluky",04.11.2014 19:01,36.3,RoBiN OIL
761,6979,49.222031,16.626839,"Shell Czech Republic, a.s., Okružní, Brno-Lesná",04.11.2014 19:00,37.4,Shell Czech Republic
762,6432,50.042024,14.253906,"Mikra Plus,silnice 605, Chrášťany",04.11.2014 19:00,35.9,Mikra Plus
763,5463,50.000335,14.002706,"Benol, Nižbor 108",04.11.2014 19:00,36.39,Benol
764,6484,49.952056,14.0472,"OMV, Plzeňská 1264, Beroun",04.11.2014 19:00,36.5,OMV
765,5472,49.9531,14.048939,"Benzina, Plzeňská, Beroun",04.11.2014 18:59,36.5,Benzina
766,6760,50.07935,14.30943,"PapOil, Drnovská 28, Praha 6-Ruzyně",04.11.2014 18:59,36.5,PapOil
767,6631,50.07564,14.31282,"OMV, Karlovarská 47, Praha 6-Řepy",04.11.2014 18:59,37.2,OMV
768,6630,50.06639,14.30917,"OMV, Slánská, Praha 6-Řepy",04.11.2014 18:59,38.3,OMV
769,6454,50.091919,14.351699,"NN Oil, Veleslavínská 17, Praha 6-Veleslavín",04.11.2014 18:58,35.9,NN Oil
770,5768,50.087191,14.349917,"Benzina Plus, Ankarská, Praha 6-Břevnov",04.11.2014 18:58,37.2,Benzina Plus
771,5318,50.096343,14.348214,"Agip, Evropská, Praha 6-Veleslavín",04.11.2014 18:58,38.5,Agip
772,7680,50.026775,14.299789,"FATO Plus, Ořešská 59, Praha 5-Řeporyje",04.11.2014 18:57,36.2,FATO Plus
773,6869,49.903005,14.153417,"Raufer, Nádražní 415, Liteň",04.11.2014 18:57,36.5,Raufer
774,6751,49.782702,13.384842,"PapOil, Plaská 1843/70, Plzeň-Bolevec",04.11.2014 18:31,35.5,PapOil
775,6688,49.835947,13.579389,"PapOil, silnice 232, Břasy",04.11.2014 18:31,35.7,PapOil
776,6909,49.785692,13.720642,"RoBiN OIL, s.r.o., Plzeňská 565, Mýto",04.11.2014 18:31,35.8,RoBiN OIL
777,6180,50.103006,14.587254,"Globus, Chlumecká 6, Praha 9-Černý Most",04.11.2014 18:30,35.6,Globus
778,5723,49.744102,13.608881,"Benzina Plus, Pražská 1200, Rokycany",04.11.2014 18:30,34.5,Benzina Plus
779,7079,50.10635,14.5448,"Shell Czech Republic, a.s., Poděbradská 325, Praha",04.11.2014 18:28,37.6,Shell Czech Republic
780,6372,50.110828,14.590264,"LukOil, Náchodská 2410, Praha 9-Horní Počernice",04.11.2014 18:27,34.2,LukOil
781,7126,50.049583,15.198835,"Sihelský, Veltrubská 543, Kolín",04.11.2014 18:27,36.5,Sihelský
782,7021,50.022536,15.207766,"Shell Czech Republic, a.s., Jaselská 880, Kolín",04.11.2014 18:27,36.9,Shell Czech Republic
783,7022,50.032999,15.225418,"Shell Czech Republic, a.s., Třídvorská 1415, Kolín",04.11.2014 18:27,36.9,Shell Czech Republic
784,6689,50.039567,15.107893,"PapOil, silnice 12, Zlaté Slunce, Břežany",04.11.2014 18:26,34.9,PapOil
785,6864,50.008883,15.229332,"Rabštejn, Havlíčkova 893, Kolín",04.11.2014 18:26,36.3,Rabštejn
786,5617,50.11333,14.60222,"Benzina, Náchodská, Praha 9-Horní Počernice",04.11.2014 18:25,34.9,Benzina
787,7167,49.523287,14.072026,"Slovnaft, silnice 4, Horosedly 73",04.11.2014 18:25,35.7,Slovnaft
788,6799,50.102081,15.190519,"PapOil, Revoluční 714, Velký Osek",04.11.2014 18:25,35.9,PapOil
789,6560,50.032725,15.179267,"OMV, Pražská 1059, Kolín",04.11.2014 18:25,37.2,OMV
790,6561,50.040235,15.213163,"OMV, Ovčárecká, Kolín",04.11.2014 18:25,37.5,OMV
791,6885,49.343756,14.047627,"RoBiN OIL, s.r.o., silnice 4, Drhovle Ves 4",04.11.2014 18:24,33.9,RoBiN OIL
792,6354,50.011781,15.224533,"LukOil, Havlíčkova, Kolín",04.11.2014 18:24,36.3,LukOil
793,6275,50.046947,14.995991,"KM-Prona, Vrbčany 53",04.11.2014 18:24,36.9,KM-Prona
794,6470,50.047076,15.219146,"Ojl, Ovčárecká, Kolín",04.11.2014 18:24,36.9,Ojl
795,6159,50.012152,15.228531,"Galon, K dílnám 887, Kolín",04.11.2014 18:23,35.9,Galon
796,6273,49.952948,15.040788,"KM-Prona, Sokolská 539, Zásmuky",04.11.2014 18:23,36.9,KM-Prona
797,5274,50.03237,15.17795,"Agip, Pražská, Kolín",04.11.2014 18:23,37.5,Agip
798,5273,50.01559,15.22096,"Agip, Havlíčkova 1522, Kolín",04.11.2014 18:22,36.5,Agip
799,5275,50.03539,15.20786,"Agip, Ke Hřbitovu, Kolín",04.11.2014 18:22,37.5,Agip
800,6196,49.663873,18.349079,"H.A.S., Svazarmovská 317, Frýdek-Místek",04.11.2014 18:20,34.5,H.A.S.
801,5907,49.66122,18.35529,"DELO, Čelakovského 2255, Frýdek-Místek",04.11.2014 18:20,35.9,DELO
802,5382,49.675534,18.327133,"Albert ČS, 17. Listopadu 2262, Frýdek-Místek",04.11.2014 18:20,36.1,Albert ČS
803,5752,49.667877,18.346489,"Benzina Plus, Beskydská, Frýdek-Místek",04.11.2014 18:20,36.2,Benzina Plus
804,6719,49.808493,13.858438,"PapOil, Buzulucká, Komárov",04.11.2014 18:14,34.9,PapOil
805,6265,49.6925,18.36333,"Karimpex, Bruzovská 5546, Frýdek-Místek",04.11.2014 18:10,32.9,Karimpex
806,6187,49.679139,18.232973,"Gulf, silnice č.486, Fryčovice",04.11.2014 18:10,33.2,Gulf
807,5509,49.668277,18.314003,"Benzina, Příborská, Frýdek-Místek",04.11.2014 18:10,36.2,Benzina
808,6974,49.68739,18.30929,"Shell Czech Republic, a.s., silnice R56, směr Ostr",04.11.2014 18:10,36.4,Shell Czech Republic
809,7191,49.677902,18.460163,"Swiss Tank, Vojkovice 153",04.11.2014 18:09,35.3,Swiss Tank
810,6161,49.700853,18.22098,"Gatrak, Jožky Matěje 215, Brušperk",04.11.2014 18:09,35.9,Gatrak
811,6515,49.681947,18.385185,"OMV, silnice R48, směr Polsko, Dobrá",04.11.2014 18:09,36.4,OMV
812,6330,49.608975,18.482614,"K-Petrol, Pražmo",04.11.2014 18:08,34.6,K-Petrol
813,6949,49.602967,18.255739,"SF Petrol Tank, Kozlovice 777",04.11.2014 18:08,34.9,SF Petrol Tank
814,7289,49.67197,18.42656,"Unicorn, Dobrá 307",04.11.2014 18:08,35.4,Unicorn
815,7259,49.825078,18.208321,"TMAS CZ, Bílovecká, Ostrava-Svinov",04.11.2014 18:08,36.3,TMAS CZ
816,7139,49.807756,18.271164,"Slovnaft, Ostrava, Rudná",04.11.2014 18:08,36.9,Slovnaft
817,6747,49.81323,18.24137,"PapOil, Plzeňská 294, Ostrava",04.11.2014 18:07,35.9,PapOil
818,6594,49.830533,18.185267,"OMV, Opavská 5, Ostrava-Poruba",04.11.2014 18:07,37.4,OMV
819,7710,49.113912,16.425981,Unicorn,04.11.2014 18:04,36.3,Unicorn
820,5232,49.23188,16.58262,"Agip, Hradecká, Brno-Královo Pole",04.11.2014 18:00,37.2,Agip
821,6494,49.22126,16.5826,"OMV, Hradecká 40, Brno-Královo Pole",04.11.2014 18:00,37.8,OMV
822,6978,49.22657,16.579,"Shell Czech Republic, a.s., Hradecká, Brno-Královo",04.11.2014 18:00,37.9,Shell Czech Republic
823,6691,49.814365,12.893465,"PapOil, Lipová 325, Černosín",04.11.2014 17:58,35.9,PapOil
824,5404,49.889917,12.604475,"Armex Oil, silnice 201, Broumov",04.11.2014 17:58,36.3,Armex Oil
825,6859,50.149342,14.32715,"Profi Auto, Kralupská, Statenice-Černý Vůl",04.11.2014 17:56,36.3,Profi Auto
826,6629,50.0549,14.3416,"OMV, Bucharova 20/1093, Praha 5-Stodůlky",04.11.2014 17:56,37.2,OMV
827,6941,50.04925,14.35985,"Rockoil, Radlická, Praha 5-Jinonice",04.11.2014 17:55,36.2,Rockoil
828,6625,50.04944,14.35472,"OMV, Radlická 629/222, Praha 5-Jinonice",04.11.2014 17:55,37.2,OMV
829,5891,50.02139,14.40417,"ČSAD Hodonín, Modřanská 80, Praha 4-Modřany",04.11.2014 17:54,37.7,ČSAD Hodonín
830,5212,49.254516,16.585768,"AB Oil, bratří Křičků 1980/50, Brno-Řečkovice",04.11.2014 17:53,36.9,AB Oil
831,7077,50.038928,14.466848,"Shell Czech Republic, a.s., Jižní spojka, směr Bra",04.11.2014 17:53,38.3,Shell Czech Republic
832,6167,49.262149,16.576436,"Globus, Hradecká 408/40, Brno-Ivanovice",04.11.2014 17:52,35.4,Globus
833,6618,50.02455,14.44159,"OMV, Zálesí 100, Praha 4-Lhotka",04.11.2014 17:52,37.9,OMV
834,7065,50.03449,14.536233,"Shell Czech Republic, a.s., Výstavní 2/15, Praha 1",04.11.2014 17:52,37.9,Shell Czech Republic
835,6616,50.03389,14.44028,"OMV, Jižní spojka 42, směr Barrandov, Praha 4-Krč",04.11.2014 17:52,38.3,OMV
836,6612,50.0329,14.4242,"OMV, Jižní spojka, směr Barrandov, Praha 4-Braník",04.11.2014 17:51,37.9,OMV
837,6613,50.04014,14.51148,"OMV, K Horkám 2, Praha 4-Háje",04.11.2014 17:51,38.7,OMV
838,5358,49.348754,12.997178,"Agropa, silnice 184, Všeruby-Hájek 3",04.11.2014 17:50,35.9,Agropa
839,5539,49.392079,13.029181,"Benzina, Na Kobyle 656, Kdyně",04.11.2014 17:50,35.9,Benzina
840,6550,49.392693,13.024547,"OMV, Na Kobyle 648, Kdyně",04.11.2014 17:50,35.9,OMV
841,5313,50.047976,14.430097,"Agip, K Sídlišti, Praha 4-Pankrác",04.11.2014 17:50,37.2,Agip
842,5314,50.0438,14.41171,"Agip, Modřanská, Praha 4-Podolí",04.11.2014 17:50,37.6,Agip
843,7204,49.4187,12.8742067,"Tank ONO, s.r.o., silnice 26, Újezd 131",04.11.2014 17:49,32.9,Tank ONO
844,6569,49.419763,12.71935,"Top tank F1 gas, silnice 189, Lísková - Nemanice",04.11.2014 17:49,34.8,Top tank F1 gas
845,5310,50.01999,14.506604,"Agip, Na Jelenách 1122, Praha 4-Chodov",04.11.2014 17:49,37.2,Agip
846,6517,49.455539,12.867518,"OMV, silnice 25, Draženov 117",04.11.2014 17:48,35.5,OMV
847,5704,49.347242,12.850742,"F1 GAS , silnice 26, Česká Kubice-Horní Folma",04.11.2014 17:47,34.5,F1 GAS 
848,5254,49.34906,12.85275,"Agip, silnice 26, směr Německo, Horní Folmava",04.11.2014 17:47,34.9,Agip
849,5255,49.345172,12.852098,"Agip, silnice 26, směr Domažlice, Horní Folmava",04.11.2014 17:47,34.9,Agip
850,6507,49.349407,12.854423,"OMV, silnice 26, Česká Kubice-Horní Folmava",04.11.2014 17:47,34.9,OMV
851,5642,49.726922,18.194582,"Benzina, silnice 58, Stará Ves nad Ondřejnicí",04.11.2014 17:47,35.7,Benzina
852,5599,49.83555,18.19,"Benzina, Martinovská 2, Ostrava-Třebovice",04.11.2014 17:47,35.9,Benzina
853,5596,49.76479,18.27273,"Benzina, Místecká 733, Ostrava-Hrabová",04.11.2014 17:47,36.4,Benzina
854,6485,49.757888,18.03204,"OMV, Ostravská 260, Bílovec",04.11.2014 17:47,36.7,OMV
855,5743,49.342023,16.418,"Benzina Plus, Za Mlýnem, Tišnov",04.11.2014 17:46,35.1,Benzina Plus
856,7000,49.528426,12.94864,"Shell Czech Republic, a.s., Na přeložce 289, Horšo",04.11.2014 17:46,35.9,Shell Czech Republic
857,5290,49.824454,18.160208,"Agip, 17. listopadu, Ostrava",04.11.2014 17:46,36.2,Agip
858,5291,49.80762,18.25014,"Agip, Ruská, Ostrava",04.11.2014 17:46,36.2,Agip
859,5420,49.77444,18.24528,"Automont CSW, Plzeňská, Ostrava-Zábřeh",04.11.2014 17:46,36.6,Automont CSW
860,5543,49.43896,12.82901,"Benzina, silnice 189, Klenčí pod Čerchovem 341",04.11.2014 17:45,35.5,Benzina
861,5834,49.439278,12.825379,"Čerchovka, Klenčí pod Čerchovem 321",04.11.2014 17:45,35.5,Čerchovka
862,6781,49.545721,13.04637,"PapOil, silnice 26, Staňkov-Vránov 27",04.11.2014 17:45,35.9,PapOil
863,5235,49.23618,16.58703,"Agip, Palackého třída, Brno-Medlánky",04.11.2014 17:45,37.9,Agip
864,5507,49.43722,12.91194,"Benzina, Kozinova 158, Domažlice",04.11.2014 17:44,35.8,Benzina
865,5618,50.12472,14.614361,"Benzina, silnice R10, směr Mladá Boleslav, Praha 9",04.11.2014 17:43,35.9,Benzina
866,5360,49.427798,12.957426,"Agropodnik Domažlice, Masarykova 523, Domažlice",04.11.2014 17:43,33.9,Agropodnik Domažlice
867,5851,49.428122,12.946552,"ČS, Cihlářská 520, Domažlice",04.11.2014 17:43,33.9,ČS
868,5668,49.965904,16.405123,"Benzina, Moravská, Ústí nad Orlicí",04.11.2014 17:43,35.2,Benzina
869,6249,50.997618,14.292168,"G7, a.s., Lobendavská, Horní Poustevna",04.11.2014 17:43,35.8,G7
870,5850,49.435829,12.944037,"Silmet, Masarykova 569, Domažlice",04.11.2014 17:43,35.9,Silmet
871,6959,49.429456,12.95993,"Shell Czech Republic, a.s., Masarykova 543, Domažl",04.11.2014 17:43,35.9,Shell Czech Republic
872,5283,49.879756,16.293701,"Agip, Sokolovská 122, Litomyšl",04.11.2014 17:43,36.4,Agip
873,6761,50.1227,14.51286,"PapOil, Kbelská, Praha 9-Prosek",04.11.2014 17:42,36.5,PapOil
874,5288,49.826275,18.199275,"Agip, Opavská 13, Ostrava",04.11.2014 17:42,36.2,Agip
875,6551,50.12649,14.12048,"OMV, Americká, Kladno-Kročehlavy",04.11.2014 17:36,36.9,OMV
876,6407,50.495533,16.072237,"Marek Honemeyer, Kostelecká 823, Rtyně v Podkrkono",04.11.2014 17:36,35.8,Marek Honemeyer
877,6218,49.144071,16.867948,"Chemis engine, U splavu 1448, Slavkov u Brna",04.11.2014 17:35,34.3,Chemis engine
878,5422,50.509092,16.026892,"Autorest, Palackého 1094, Úpice",04.11.2014 17:34,35.5,Autorest
879,7236,49.15056,16.86639,"TENRYU, Špitálská 1460, Slavkov u Brna",04.11.2014 17:34,36.6,TENRYU
880,6972,49.150529,16.865325,"Shell Czech Republic, a.s., Špitálská 1540, Slavko",04.11.2014 17:34,37.7,Shell Czech Republic
881,7302,49.149008,16.916086,"Unicorn, Hodějice 302",04.11.2014 17:33,35.1,Unicorn
882,5517,49.148524,16.921881,"Benzina, silnice E50, Hodějice",04.11.2014 17:33,35.7,Benzina
883,6353,50.431393,15.402021,"LukOil, silnice 16, směr Trutnov, Jičín-Robousy 17",04.11.2014 17:33,35.7,LukOil
884,5740,49.191285,16.879107,"Benzina Plus, Slavkovská, Rousínovec",04.11.2014 17:32,36.2,Benzina Plus
885,6605,49.7666,13.3741,"OMV, Lidická 1089/22, Plzeň",04.11.2014 17:31,36.5,OMV
886,5295,49.733678,13.401333,"Agip, Částkova, Plzeň",04.11.2014 17:31,38.9,Agip
887,6945,49.149858,17.080038,"RS+Synek, Nesovice-Letošov 105",04.11.2014 17:31,36.6,RS+Synek
888,7120,49.270303,16.988604,"Shell Czech Republic, a.s., Brněnská 25, Vyškov",04.11.2014 17:31,36.9,Shell Czech Republic
889,5341,49.281254,17.019812,"Agip, Kroměřížská 709, Vyškov",04.11.2014 17:31,37.2,Agip
890,6171,49.776742,13.346578,"Globus, silnice E49, Chotíkov u Plzně 385",04.11.2014 17:30,34.8,Globus
891,6894,49.804385,13.298821,"RoBiN OIL, s.r.o., silnice E49, Chotíkov",04.11.2014 17:30,35.8,RoBiN OIL
892,5479,50.19083,14.64666,"Benzina, Kostelecká, Brandýs nad Labem",04.11.2014 17:30,35.9,Benzina
893,5335,49.973132,16.976185,"Agip, Vítězná 4, Šumperk",04.11.2014 17:30,35.7,Agip
894,5653,49.95388,16.96111,"Benzina, Zábřežská, Šumperk",04.11.2014 17:30,35.9,Benzina
895,7059,49.72706,13.41302,"Shell Czech Republic, a.s., Koterovská 156, Plzeň",04.11.2014 17:29,36.4,Shell Czech Republic
896,7020,50.14085,14.08049,"Shell Czech Republic, a.s., Vítězná, Kladno",04.11.2014 17:29,37.4,Shell Czech Republic
897,5677,50.026856,17.037221,"Benzina, Rudé armády, Velké Losiny",04.11.2014 17:29,35.9,Benzina
898,6306,50.16494,14.10875,"Koloc Oil, 28. října 1542, Kladno-Švermov",04.11.2014 17:26,34.5,Koloc Oil
899,6817,50.18852,14.110749,"Pasoil, 5. května 361, Pchery-Humny",04.11.2014 17:26,35.8,Pasoil
900,5410,50.1649,16.454161,"Auko, Pěčín 287, Rokytnice v Orlických horách",04.11.2014 17:25,36.8,Auko
901,5264,49.3086,17.10258,"Agip, Tyršova 42, Ivanovice na Hané",04.11.2014 17:22,36.9,Agip
902,5908,49.870268,16.892849,"Delta Oil, Olomoucká 1693/17, Zábřeh",04.11.2014 17:21,35.7,Delta Oil
903,5934,50.068686,17.092846,"ENT-Energotis, Loučná nad Desnou, Šumperk",04.11.2014 17:21,35.9,ENT-Energotis
